StudyInstanceUID,ImageUID
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001575
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001250
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001281
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001334
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001458
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001391
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001231
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001476
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001257
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001295
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001277
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001273
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001435
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001416
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001341
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001285
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001527
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001387
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001245
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001483
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001213
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001392
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001426
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001346
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001296
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001282
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001353
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001452
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001187
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001535
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001290
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001406
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001330
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001410
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001356
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001553
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001415
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001186
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001261
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001562
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001351
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001283
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001513
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001306
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001333
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001293
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001462
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001408
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001321
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001294
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001470
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001263
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001348
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001298
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001566
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001242
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001466
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001429
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001371
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001308
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001538
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001420
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001269
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001222
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001504
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001234
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001369
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001352
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001339
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001199
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001323
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001530
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001443
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001349
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001191
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001494
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001258
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001244
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001276
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001468
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001212
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001317
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001454
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001558
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001386
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001514
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001394
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001329
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001524
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001457
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001510
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001287
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001367
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001419
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001322
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001345
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001300
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001224
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001539
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001303
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001274
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001481
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001423
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001519
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001441
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001343
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001573
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001516
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001490
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001246
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001228
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001302
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001338
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001552
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001557
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001301
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001205
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001459
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001469
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001286
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001315
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001278
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001332
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001363
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001393
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001365
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001383
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001364
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001528
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001206
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001491
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001260
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001237
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001485
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001266
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001548
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001502
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001291
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001337
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001407
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001433
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001384
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001413
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001398
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001472
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001404
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001312
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001537
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001389
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001388
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001449
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001240
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001453
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001577
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001299
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001247
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001427
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001336
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001190
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001390
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001451
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001210
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001354
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001216
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001196
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001518
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001209
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001403
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001370
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001238
