StudyInstanceUID,ImageUID
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001448
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001629
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001360
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001513
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001679
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001686
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001557
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001585
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001707
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001409
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001549
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001460
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001424
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001632
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001588
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001685
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001624
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001573
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001533
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001465
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001552
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001734
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001509
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001377
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001688
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001618
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001668
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001514
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001387
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001520
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001419
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001335
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001702
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001574
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001687
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001461
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001442
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001696
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001355
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001666
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001610
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001628
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001596
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001382
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001459
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001655
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001445
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001653
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001684
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001385
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001333
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001480
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001693
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001730
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001426
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001493
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001582
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001497
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001643
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001324
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001682
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001584
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001452
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001381
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001366
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001598
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001463
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001490
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001473
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001404
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001612
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001469
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001692
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001471
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001506
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001436
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001538
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001556
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001492
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001622
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001647
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001330
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001488
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001546
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001531
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001670
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001580
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001391
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001606
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001392
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001325
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001435
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001376
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001347
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001691
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001499
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001672
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001607
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001429
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001529
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001410
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001731
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001450
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001467
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001362
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001512
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001341
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001525
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001587
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001332
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001593
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001522
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001433
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001566
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001486
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001649
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001370
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001619
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001511
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001371
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001680
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001659
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001386
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001483
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001664
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001357
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001548
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001565
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001636
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001470
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001519
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001363
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001411
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001415
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001625
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001477
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001718
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001613
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001650
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001540
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001569
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001502
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001575
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001401
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001710
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001456
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001642
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001481
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001715
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001626
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001732
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001576
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001397
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001500
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001690
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001431
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001444
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001476
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001740
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001671
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001384
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001698
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001708
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001554
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001399
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001369
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001402
1.3.12.2.1107.5.1.7.112561.30000020062214142441900012640,1.3.12.2.1107.5.1.7.112561.30000020062510362002600001594
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001202
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001493
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001425
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001360
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001555
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001486
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001479
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001400
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001289
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001264
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001532
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001280
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001568
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001220
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001374
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001311
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001405
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001297
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001569
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001223
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001270
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001342
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001559
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001328
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001366
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001358
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001411
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001522
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001335
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001540
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001229
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001184
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001523
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001252
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001326
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001534
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001526
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001318
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001495
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001307
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001500
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001194
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001509
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001361
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001232
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001506
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001438
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001219
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001487
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001536
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001236
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001521
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001478
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001233
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001344
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001525
1.3.12.2.1107.5.1.7.112561.30000020062822390090000033981,1.3.12.2.1107.5.1.7.112561.30000020070711424125600001396
